epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,timestamp
1,0.8948522172075637,0.504654255319149,0.7088457029848434,0.5303514376996805,1.3333333333333333e-05,2025-12-22T14:23:45.892514
2,0.8521810167647422,0.5016622340425532,0.702896638800161,0.512779552715655,2.6666666666666667e-05,2025-12-22T14:23:47.245072
3,0.8157613753004277,0.4896941489361702,0.6978522337282809,0.4728434504792332,4e-05,2025-12-22T14:23:48.596888
4,0.7806808885107649,0.5069813829787234,0.6979943605276723,0.4584664536741214,5.333333333333333e-05,2025-12-22T14:23:49.938684
5,0.7483088507297191,0.5079787234042553,0.6941878311931134,0.5175718849840255,6.666666666666667e-05,2025-12-22T14:23:51.309337
6,0.7304763565672204,0.5039893617021277,0.695206063433577,0.5287539936102237,8e-05,2025-12-22T14:23:52.657726
7,0.7163042616336903,0.5006648936170213,0.6932327657842788,0.5239616613418531,9.333333333333334e-05,2025-12-22T14:23:53.991678
8,0.7128668002625729,0.49700797872340424,0.6922594061293922,0.5543130990415336,0.00010666666666666667,2025-12-22T14:23:55.279324
9,0.7092050332972344,0.5113031914893617,0.6929585413810925,0.5415335463258786,0.00012,2025-12-22T14:23:56.565563
10,0.7059285995808053,0.5113031914893617,0.6922062136494694,0.549520766773163,0.00013333333333333334,2025-12-22T14:23:57.853605
11,0.7071698111422519,0.49268617021276595,0.6913038130385426,0.5559105431309904,0.00014666666666666666,2025-12-22T14:23:59.134110
12,0.6996571783055651,0.5272606382978723,0.6925653091634805,0.5463258785942492,0.00016,2025-12-22T14:24:00.129180
13,0.7007096733184571,0.5182845744680851,0.6917611490042446,0.5511182108626198,0.00017333333333333334,2025-12-22T14:24:01.410716
14,0.6995453650647021,0.5179521276595744,0.6918140682168662,0.547923322683706,0.0001866666666666667,2025-12-22T14:24:02.702420
15,0.6956372831730132,0.5302526595744681,0.6917876077536196,0.5559105431309904,0.0002,2025-12-22T14:24:03.988451
16,0.6981907848348009,0.5179521276595744,0.695482261264667,0.48722044728434505,0.00019998558164028465,2025-12-22T14:24:05.276281
17,0.6958121524212209,0.5176196808510638,0.6923126604991218,0.5415335463258786,0.00019994233071892056,2025-12-22T14:24:06.561476
18,0.6923058109080538,0.5295877659574468,0.6914088665106045,0.5511182108626198,0.00019987025970805448,2025-12-22T14:24:07.845256
19,0.6932784642310853,0.5322473404255319,0.6919218884489406,0.5415335463258786,0.00019976938939060172,2025-12-22T14:24:09.130794
20,0.6891497906218184,0.5521941489361702,0.6909545132527336,0.5559105431309904,0.00019963974885425266,2025-12-22T14:24:10.413234
21,0.6944850619803083,0.5378989361702128,0.6914708142082531,0.547923322683706,0.00019948137548308502,2025-12-22T14:24:11.699548
22,0.6908228593937894,0.5415558510638298,0.6913637139926703,0.547923322683706,0.00019929431494678356,2025-12-22T14:24:12.983338
23,0.6889069435444284,0.5531914893617021,0.6916629753935452,0.5527156549520766,0.00019907862118747022,2025-12-22T14:24:14.268240
24,0.6870176202439248,0.5561835106382979,0.6912575792580747,0.5575079872204473,0.00019883435640414922,2025-12-22T14:24:15.551658
25,0.6879828971751193,0.5585106382978723,0.6908685216507592,0.5511182108626198,0.00019856159103477086,2025-12-22T14:24:16.837637
26,0.6890888226793167,0.5531914893617021,0.6917002587653578,0.5447284345047924,0.00019826040373591933,2025-12-22T14:24:18.125032
27,0.6848460404162712,0.5575132978723404,0.6929298879239506,0.549520766773163,0.000197930881360131,2025-12-22T14:24:19.406950
28,0.6884361892304522,0.5548537234042553,0.6923709100427718,0.549520766773163,0.00019757311893084885,2025-12-22T14:24:20.695138
29,0.6859506311568808,0.5658244680851063,0.6919952931876381,0.547923322683706,0.0001971872196150208,2025-12-22T14:24:21.980142
30,0.6816383739735218,0.566156914893617,0.693402412981271,0.549520766773163,0.0001967732946933499,2025-12-22T14:24:23.265928
31,0.685053066370335,0.5668218085106383,0.6915755212878267,0.5399361022364217,0.0001963314635282044,2025-12-22T14:24:24.553002
32,0.6815906369939764,0.5658244680851063,0.6918676190863783,0.547923322683706,0.0001958618535291978,2025-12-22T14:24:25.857196
33,0.6832294876271106,0.573470744680851,0.6932470817535449,0.5175718849840255,0.0001953646001164479,2025-12-22T14:24:27.158479
34,0.685049370248267,0.5631648936170213,0.6920780966076227,0.549520766773163,0.00019483984668152617,2025-12-22T14:24:28.459348
35,0.6842238566976913,0.5621675531914894,0.6906550825594332,0.5383386581469649,0.00019428774454610843,2025-12-22T14:24:29.762633
36,0.6835874750259074,0.5731382978723404,0.6910926827226584,0.5591054313099042,0.00019370845291833837,2025-12-22T14:24:31.066209
37,0.6800658227281368,0.5807845744680851,0.6922323859918612,0.5175718849840255,0.0001931021388469174,2025-12-22T14:24:32.367522
38,0.6816794149419094,0.5821143617021277,0.6916784727916169,0.5319488817891374,0.00019246897717293315,2025-12-22T14:24:33.664534
39,0.6817940714511466,0.581781914893617,0.6911915609250053,0.5399361022364217,0.00019180915047944112,2025-12-22T14:24:34.964212
40,0.6777462153992755,0.5824468085106383,0.6953080766878951,0.5191693290734825,0.0001911228490388136,2025-12-22T14:24:36.247370
41,0.6793109159520332,0.5811170212765957,0.6934237226891441,0.5159744408945687,0.0001904102707578715,2025-12-22T14:24:37.541348
42,0.6818644664389022,0.5738031914893617,0.6916952047485132,0.5654952076677316,0.00018967162112081438,2025-12-22T14:24:38.843918
43,0.6763890258809353,0.5930851063829787,0.6916807396724202,0.5271565495207667,0.0001889071131299657,2025-12-22T14:24:40.138752
44,0.6762856581109635,0.5914228723404256,0.6994033316834666,0.5255591054313099,0.00018811696724434983,2025-12-22T14:24:41.444307
45,0.6779934383453207,0.6030585106382979,0.6940942638979172,0.5255591054313099,0.00018730141131611882,2025-12-22T14:24:42.749020
46,0.6772114158944881,0.5924202127659575,0.6973759695744743,0.5287539936102237,0.00018646068052484755,2025-12-22T14:24:44.049546
47,0.6767443063411307,0.59375,0.6950228231402632,0.5798722044728435,0.00018559501730971544,2025-12-22T14:24:45.352924
48,0.6737181740872403,0.597406914893617,0.6939426405361285,0.5351437699680511,0.0001847046712995951,2025-12-22T14:24:46.647162
49,0.6764864414296252,0.5957446808510638,0.6917354178885682,0.5447284345047924,0.00018378989924106736,2025-12-22T14:24:47.931872
50,0.6722743213176727,0.605718085106383,0.6951556021032242,0.5319488817891374,0.00018285096492438424,2025-12-22T14:24:49.233824
51,0.6727066858017698,0.5944148936170213,0.6930688573910405,0.5335463258785943,0.0001818881391074002,2025-12-22T14:24:50.535440
52,0.6723823541022361,0.5930851063829787,0.6958395581656751,0.5319488817891374,0.00018090169943749476,2025-12-22T14:24:51.828480
53,0.6698101651161275,0.6063829787234043,0.6968155145264281,0.5335463258785943,0.00017989193037150784,2025-12-22T14:24:53.116771
54,0.6709896541656332,0.609375,0.693845417933723,0.5175718849840255,0.00017885912309371192,2025-12-22T14:24:54.409287
55,0.6695113885909953,0.6063829787234043,0.6977078267179739,0.5239616613418531,0.00017780357543184397,2025-12-22T14:24:55.711514
56,0.6692303171817292,0.6077127659574468,0.6959111248723234,0.547923322683706,0.00017672559177122165,2025-12-22T14:24:57.010568
57,0.6704244867284247,0.6023936170212766,0.696724144414591,0.5335463258785943,0.00017562548296696875,2025-12-22T14:24:58.294984
58,0.6669962571022359,0.614029255319149,0.7029197132244659,0.5303514376996805,0.0001745035662543745,2025-12-22T14:24:59.582813
59,0.6654497048956283,0.6170212765957447,0.7085176119789148,0.5351437699680511,0.00017336016515741366,2025-12-22T14:25:00.867438
60,0.6643694962592835,0.6183510638297872,0.7064793974446794,0.5319488817891374,0.00017219560939545246,2025-12-22T14:25:02.153779
61,0.6691272518736251,0.605718085106383,0.7051342737179594,0.5223642172523961,0.00017101023478816857,2025-12-22T14:25:03.439305
62,0.6663503164940692,0.6160239361702128,0.7144905492520561,0.5431309904153354,0.00016980438315871178,2025-12-22T14:25:04.719968
63,0.6664504985860054,0.6080452127659575,0.7053136631322745,0.536741214057508,0.00016857840223513315,2025-12-22T14:25:06.014699
64,0.6661197929940326,0.6170212765957447,0.6968793848071235,0.5287539936102237,0.00016733264555011195,2025-12-22T14:25:07.312300
65,0.6656188571706732,0.6123670212765957,0.7079586379063396,0.5271565495207667,0.00016606747233900815,2025-12-22T14:25:08.613810
66,0.6634882079794052,0.6240026595744681,0.7085515940532136,0.5383386581469649,0.00016478324743627101,2025-12-22T14:25:09.913954
67,0.6607541930168233,0.6230053191489362,0.7054735909635648,0.5335463258785943,0.00016348034117023258,2025-12-22T14:25:11.208591
68,0.6608649872718974,0.6223404255319149,0.7110604969457316,0.5303514376996805,0.00016215912925631723,2025-12-22T14:25:12.509268
69,0.6613210946955579,0.6223404255319149,0.7063996959418154,0.5319488817891374,0.00016081999268869766,2025-12-22T14:25:13.807781
70,0.6627568342584245,0.6170212765957447,0.7061849950601499,0.5207667731629393,0.00015946331763042867,2025-12-22T14:25:15.108539
71,0.6647297220027193,0.6223404255319149,0.705763974509681,0.5287539936102237,0.0001580894953020904,2025-12-22T14:25:16.406418
72,0.6591677678392288,0.6336436170212766,0.7121654672744556,0.5271565495207667,0.00015669892186897318,2025-12-22T14:25:17.691266
73,0.6623719841875928,0.621343085106383,0.7101556239798427,0.536741214057508,0.00015529199832683635,2025-12-22T14:25:18.972946
74,0.6612598623367066,0.6210106382978723,0.7195419522520071,0.5223642172523961,0.0001538691303862744,2025-12-22T14:25:20.268482
75,0.6610732668257774,0.6216755319148937,0.7107391283154106,0.536741214057508,0.00015243072835572318,2025-12-22T14:25:21.569028
76,0.6588498106662263,0.625,0.7171597503625546,0.5399361022364217,0.00015097720702314055,2025-12-22T14:25:22.867604
77,0.6584179147760919,0.6316489361702128,0.7224794791910214,0.5351437699680511,0.00014950898553639505,2025-12-22T14:25:24.167532
