epoch,train_loss,train_acc,val_loss,val_acc,learning_rate,timestamp
1,0.8603758647086772,0.49501329787234044,0.7191350966596756,0.5734824281150159,2.9999999999999997e-05,2025-12-23T03:39:15.857680
2,0.7687960761658689,0.519281914893617,0.6980058417533533,0.4744408945686901,5.9999999999999995e-05,2025-12-23T03:39:16.648599
3,0.7195731699466705,0.558843085106383,0.6950267800888695,0.5031948881789138,8.999999999999999e-05,2025-12-23T03:39:17.581264
4,0.7045876916418684,0.558843085106383,0.6941132513098062,0.48881789137380194,0.00011999999999999999,2025-12-23T03:39:18.592916
5,0.695663036184108,0.5528590425531915,0.6909723382788344,0.5095846645367412,0.00015,2025-12-23T03:39:19.608845
6,0.6883597139348375,0.557845744680851,0.7079102768303868,0.5,0.00017999999999999998,2025-12-23T03:39:20.624008
7,0.6916413732031559,0.551529255319149,0.6876995184551031,0.5415335463258786,0.00020999999999999998,2025-12-23T03:39:21.631875
8,0.683415893544542,0.5748005319148937,0.6991552592466433,0.5159744408945687,0.00023999999999999998,2025-12-23T03:39:22.635272
9,0.6800030869372348,0.5894281914893617,0.6889939091076105,0.5335463258785943,0.00027,2025-12-23T03:39:23.643083
10,0.6746388439168322,0.585438829787234,0.6828817588071854,0.5463258785942492,0.0003,2025-12-23T03:39:24.665207
11,0.665721411400653,0.5914228723404256,0.6911199247113432,0.5527156549520766,0.0002999794957488703,2025-12-23T03:39:25.687269
12,0.6662783166195484,0.5954122340425532,0.7134653444107348,0.5095846645367412,0.0002999179886011389,2025-12-23T03:39:26.729685
13,0.6546705124226022,0.6200132978723404,0.7137743011831095,0.5511182108626198,0.0002998154953722457,2025-12-23T03:39:27.735493
14,0.6432952405290401,0.6313164893617021,0.7347156104569237,0.5207667731629393,0.00029967204408281613,2025-12-23T03:39:28.745242
15,0.633390115930679,0.6565824468085106,0.7340246515152172,0.5335463258785943,0.00029948767395100045,2025-12-23T03:39:29.773791
16,0.6231553700376065,0.6685505319148937,0.7686789123394999,0.5399361022364217,0.0002992624353817517,2025-12-23T03:39:30.795127
17,0.6262104587352022,0.6781914893617021,0.7656778525620603,0.5511182108626198,0.0002989963899530457,2025-12-23T03:39:31.803575
18,0.6099266482794539,0.680186170212766,0.7564051718757556,0.512779552715655,0.00029868961039904624,2025-12-23T03:39:32.801908
19,0.6110067079041867,0.6904920212765957,0.7948698338609153,0.5175718849840255,0.00029834218059022024,2025-12-23T03:39:33.797064
20,0.6024157737797879,0.7007978723404256,0.8074978430050249,0.5063897763578274,0.00029795419551040833,2025-12-23T03:39:34.788969
21,0.5900239909582949,0.7097739361702128,0.8365002339259504,0.5015974440894568,0.00029752576123085736,2025-12-23T03:39:35.787852
22,0.5798290793565993,0.7337101063829787,0.8880561091267644,0.5223642172523961,0.0002970569948812214,2025-12-23T03:39:36.784822
23,0.5783777706166531,0.7273936170212766,0.8358792685472165,0.5335463258785943,0.0002965480246175399,2025-12-23T03:39:37.780964
24,0.5621462803571782,0.7393617021276596,0.890286777727901,0.512779552715655,0.0002959989895872009,2025-12-23T03:39:38.776609
25,0.5641830788647875,0.738031914893617,0.8374507244402608,0.5287539936102237,0.0002954100398908995,2025-12-23T03:39:39.773432
26,0.5532098358615916,0.7383643617021277,0.967098871168618,0.5335463258785943,0.0002947813365416023,2025-12-23T03:39:40.766940
27,0.5469856747287385,0.753656914893617,0.925781531836659,0.5079872204472844,0.0002941130514205272,2025-12-23T03:39:41.755453
28,0.5437610028906071,0.757313829787234,0.9424773864091014,0.5287539936102237,0.0002934053672301536,2025-12-23T03:39:42.745445
29,0.547001377699223,0.758311170212766,0.9369135485670437,0.5255591054313099,0.00029265847744427303,2025-12-23T03:39:43.734274
30,0.5304517013595459,0.770279255319149,0.9628006436954291,0.5143769968051118,0.00029187258625509513,2025-12-23T03:39:44.724056
31,0.5252867734178583,0.7722739361702128,0.9895021799273385,0.512779552715655,0.00029104790851742417,2025-12-23T03:39:45.717335
